,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
303,,2008-05-06 16:21:59,2008-05-02,GPS,Fisher John J,10%,S - Sale,$18.79,"-323,402","29,941,332",-1%,"-$6,076,724",-2,-1,-4,-30
304,,2008-04-30 16:16:48,2008-04-28,GPS,Fisher William Sydney,10%,S - Sale,$18.93,"-13,500","21,943,983",0%,"-$255,574",+2,0,-1,-37
305,,2008-04-29 17:47:07,2008-04-25,GPS,Fisher William Sydney,10%,S - Sale,$19.13,"-2,800","21,957,483",0%,"-$53,568",-3,-5,-5,-41
306,,2008-04-29 17:46:31,2008-04-25,GPS,Fisher William Sydney,10%,S - Sale,$18.95,"-497,200","16,004,297",-3%,"-$9,422,533",-3,-5,-5,-41
307,,2008-04-28 20:43:03,2008-04-24,GPS,Fisher William Sydney,10%,S - Sale,$18.96,"-155,694","22,457,483",-1%,"-$2,951,199",+1,-1,-4,-36
308,,2008-04-28 20:42:41,2008-04-24,GPS,Fisher William Sydney,10%,S - Sale,$18.80,"-594,306","16,657,191",-3%,"-$11,171,119",+1,-1,-4,-36
309,,2008-04-28 20:42:03,2008-04-24,GPS,Fisher John J,10%,S - Sale,$18.95,"-150,321","30,264,734",0%,"-$2,849,209",+1,-1,-4,-36
310,,2008-04-28 20:41:40,2008-04-24,GPS,Fisher John J,10%,S - Sale,$18.80,"-599,679","24,494,778",-2%,"-$11,271,697",+1,-1,-4,-36
311,D,2008-04-28 20:41:11,2008-04-24,GPS,Fisher Robert J,"Dir, 10%",S - Sale+OE,$18.96,"-146,400","24,384,562",-1%,"-$2,775,198",+1,-1,-4,-36
312,,2008-04-28 20:40:03,2008-04-24,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$18.80,"-603,600","19,412,370",-3%,"-$11,346,403",+1,-1,-4,-36
313,D,2008-04-25 19:34:25,2008-04-24,GPS,Bellamy Adrian D P,Dir,S - Sale+OE,$18.78,-937,"33,337",-3%,"-$17,597",-2,-2,-7,-36
314,,2008-04-25 15:51:37,2008-04-23,GPS,Fisher John J,10%,S - Sale,$18.58,"-250,000","31,014,734",-1%,"-$4,644,935",+3,+1,-5,-33
315,,2008-04-25 15:50:07,2008-04-23,GPS,Fisher William Sydney,10%,S - Sale,$18.63,"-250,000","23,207,483",-1%,"-$4,658,200",+3,+1,-5,-33
316,,2008-04-25 15:48:28,2008-04-23,GPS,Fisher Robert J,"Dir, 10%",S - Sale,$18.63,"-250,000","25,133,625",-1%,"-$4,657,356",+3,+1,-5,-33
